area,room,toilet,lat,long,price-VND,quan-code,loai_bds-code,price-per-m2
78,4,5,16.0395,108.24862,4990000000,4,14,63974358
61,3,2,16.04744,108.24092,4990000000,4,14,81803278
90,3,2,16.09022,108.24169,4990000000,5,14,55444444
78,4,5,16.0395,108.24862,4990000000,4,14,63974358
55,6,6,16.07031,108.21342,5000000000,6,13,90909090
100,0,0,16.04355,108.23758,5000000000,4,7,50000000
64,2,2,16.06427,108.23062,5000000000,5,14,78125000
100,0,0,16.07331,108.24296,5000000000,5,7,50000000
100,0,0,16.02051,108.21143,5000000000,1,7,50000000
100,4,4,16.0098,108.21884,5000000000,1,14,50000000
80,0,0,16.03113,108.226,5000000000,2,14,62500000
75,3,2,16.03513,108.21985,5000000000,2,14,66666666
80,2,2,16.1061,108.13558,5000000000,3,0,62500000
80,2,2,16.05655,108.24693,5000000000,5,0,62500000
85,3,3,16.02252,108.21067,5200000000,1,14,61176470
72,0,0,16.03847,108.21274,5200000000,2,14,72222222
72,0,0,16.03847,108.21274,5200000000,2,14,72222222
128,0,0,16.09579,108.22874,5200000000,5,7,40625000
90,3,2,16.07405,108.22958,5200000000,5,14,57777777
53,2,2,16.049,108.24005,5200000000,4,14,98113207
56,2,2,16.06594,108.24045,5200000000,5,14,92857142
72,0,0,16.03847,108.21274,5200000000,2,14,72222222
100,0,0,16.01672,108.20859,5200000000,1,7,52000000
72,0,0,16.03847,108.21274,5200000000,2,14,72222222
85,2,2,16.07688,108.21215,5200000000,2,13,61176470
56,3,3,16.06764,108.24046,5200000000,5,14,92857142
90,3,3,16.06076,108.16968,5200000000,3,14,57777777
100,0,0,16.04717,108.23687,5200000000,4,7,52000000
81,3,3,16.06261,108.1914,5250000000,6,14,64814814
75,0,0,16.0752,108.24058,5300000000,5,7,70666666
90,3,4,16.01898,108.25492,5300000000,4,14,58888888
90,4,4,16.06076,108.16968,5300000000,3,14,58888888
85,0,0,16.02252,108.21067,5300000000,1,14,62352941
90,4,4,16.06076,108.16968,5300000000,3,14,58888888
100,3,2,16.08759,108.23913,5300000000,5,14,53000000
127,0,0,16.00005,108.21795,5300000000,1,7,41732283
90,4,4,16.06076,108.16968,5300000000,3,14,58888888
118,0,0,16.04611,108.24474,5300000000,4,7,44915254
100,3,3,15.98893,108.2077,5300000000,0,14,53000000
58,2,2,16.05783,108.21058,5490000000,6,13,94655172
79,4,4,16.07371,108.21071,5500000000,6,14,69620253
300,0,0,16.09512,108.13844,5500000000,3,5,18333333
78,0,0,16.05342,108.23435,5500000000,5,7,70512820
100,2,1,16.04355,108.23758,5500000000,4,14,55000000
240,0,0,16.01607,108.22902,5500000000,1,7,22916666
100,3,2,16.08441,108.23604,5500000000,5,14,55000000
69,5,6,16.04402,108.23856,5590000000,4,14,81014492
81,3,3,16.06261,108.1914,5600000000,6,14,69135802
80,2,2,16.03788,108.21496,5600000000,2,14,70000000
70,3,3,16.03309,108.21848,5600000000,2,14,80000000
92,2,1,16.04112,108.21221,5600000000,2,14,60869565
75,3,3,16.07338,108.16824,5600000000,3,14,74666666
70,3,3,16.03309,108.21848,5600000000,2,14,80000000
80,2,2,16.03788,108.21496,5600000000,2,14,70000000
80,4,4,16.05448,108.18343,5600000000,6,14,70000000
81,0,0,16.06261,108.1914,5600000000,6,14,69135802
69,3,2,16.06879,108.19998,5600000000,6,13,81159420
80,2,2,16.03788,108.21496,5600000000,2,14,70000000
66,2,2,16.06413,108.23249,5600000000,5,14,84848484
81,3,3,16.06261,108.1914,5600000000,6,14,69135802
81,3,3,16.06261,108.1914,5600000000,6,14,69135802
100,5,4,16.01792,108.2324,5600000000,1,14,56000000
59,3,4,16.07728,108.22003,5600000000,2,9,94915254
66,2,2,16.06413,108.23249,5600000000,5,14,84848484
81,3,3,16.06261,108.1914,5600000000,6,14,69135802
70,3,3,16.03309,108.21848,5600000000,2,14,80000000
66,2,2,16.06413,108.23249,5600000000,5,14,84848484
76,0,0,16.05762,108.23751,5650000000,5,7,74342105
101,2,3,16.04513,108.211,5650000000,2,13,55940594
76,2,1,16.0603,108.23628,5650000000,5,14,74342105
101,2,3,16.04513,108.211,5650000000,2,9,55940594
67,1,2,16.07686,108.23455,5650000000,5,14,84328358
100,3,4,16.01792,108.2324,5690000000,1,14,56900000
64,0,0,16.03473,108.21791,5700000000,2,14,89062500
99,2,2,16.04355,108.23758,5700000000,4,14,57575757
137,9,8,16.05085,108.24319,5700000000,4,13,41605839
54,4,3,16.07686,108.23455,5750000000,5,14,106481481
63,0,0,16.06016,108.21233,5800000000,6,14,92063492
97,0,0,16.08532,108.24269,5800000000,5,7,59793814
66,4,2,16.06413,108.23249,5800000000,5,14,87878787
70,4,4,16.03272,108.21844,5800000000,2,14,82857142
56,3,2,16.06802,108.24217,5800000000,5,14,103571428
69,0,0,16.06228,108.237,5800000000,5,14,84057971
108,4,2,16.0724,108.16904,5800000000,3,14,53703703
57,2,2,16.08283,108.21394,5800000000,2,14,101754385
90,4,3,16.10043,108.25233,5900000000,5,13,65555555
111,0,0,16.08281,108.23586,5900000000,5,7,53153153
80,3,3,16.06433,108.19121,5900000000,6,14,73750000
120,0,0,16.02611,108.24381,5900000000,4,7,49166666
117,2,2,16.06886,108.18597,5900000000,6,14,50427350
120,2,2,16.02874,108.21085,5950000000,1,14,49583333
100,0,0,16.01412,108.19179,5950000000,1,5,59500000
110,0,0,16.08281,108.23586,5990000000,5,7,54454545
125,3,4,15.98015,108.25316,5990000000,4,14,47920000
127,6,6,16.02474,108.24536,6000000000,4,14,47244094
84,4,3,16.03121,108.22883,6100000000,2,14,72619047
100,0,0,16.01694,108.22441,6100000000,1,7,61000000
100,3,2,16.02617,108.24185,6150000000,4,14,61500000
210,2,2,16.06301,108.1694,6200000000,3,14,29523809
105,10,10,16.05519,108.20532,6200000000,2,13,59047619
97,4,4,16.03799,108.24602,6200000000,4,14,63917525
72,4,3,16.03396,108.21722,6200000000,2,14,86111111
70,2,2,16.06594,108.24045,6200000000,5,14,88571428
86,0,0,16.03409,108.21264,6200000000,1,14,72093023
92,2,2,16.08881,108.22049,6200000000,2,0,67391304
86,2,3,16.03409,108.21264,6200000000,1,14,72093023
105,10,10,16.05519,108.20532,6200000000,2,13,59047619
105,10,10,16.05519,108.20532,6200000000,2,13,59047619
65,2,2,16.08283,108.21394,6250000000,2,14,96153846
79,0,0,16.06181,108.23028,6250000000,5,7,79113924
97,2,1,16.04239,108.24358,6300000000,4,14,64948453
97,3,2,16.07044,108.14835,6300000000,3,14,64948453
80,2,2,16.08139,108.24486,6300000000,5,14,78750000
90,2,4,16.05684,108.20377,6400000000,2,14,71111111
76,3,3,16.06438,108.2328,6500000000,5,14,85526315
70,2,2,16.0558,108.22367,6500000000,2,0,92857142
11000000,0,0,16.03581,108.12537,6500000000,0,6,590
72,2,2,16.0558,108.22367,6500000000,2,0,90277777
60,3,4,16.03673,108.22328,6500000000,2,14,108333333
80,3,2,16.08276,108.24231,6500000000,5,14,81250000
80,3,2,16.07686,108.23455,6500000000,5,14,81250000
82,7,7,16.05461,108.24057,6600000000,5,13,80487804
76,4,4,16.04419,108.21829,6600000000,2,14,86842105
167,14,0,16.04696,108.23684,6700000000,4,9,40119760
72,3,3,16.04384,108.21232,6700000000,2,14,93055555
72,3,3,16.04384,108.21232,6700000000,2,14,93055555
72,3,3,16.04384,108.21232,6700000000,2,14,93055555
81,3,3,16.05685,108.24449,6800000000,5,14,83950617
100,4,4,16.0593,108.18531,6800000000,6,14,68000000
100,4,4,16.0593,108.18531,6800000000,6,14,68000000
81,3,3,16.06387,108.18914,6800000000,6,14,83950617
110,3,4,16.09579,108.22874,6900000000,5,14,62727272
98,3,2,16.05504,108.23528,6900000000,5,14,70408163
42,3,3,16.04886,108.21681,6900000000,2,14,164285714
110,3,4,16.09579,108.22874,6900000000,5,14,62727272
88,0,0,16.06986,108.23666,6990000000,5,7,79431818
99,3,3,16.00425,108.22051,6999000000,1,14,70696969
80,0,0,16.04355,108.23758,7000000000,4,7,87500000
80,0,0,16.03513,108.21985,7000000000,2,14,87500000
62,1,1,16.06614,108.24263,7000000000,5,14,112903225
127,0,0,16.01959,108.22899,7000000000,1,7,55118110
70,5,4,16.03272,108.21844,7000000000,2,14,100000000
105,2,2,16.0558,108.22367,7000000000,2,0,66666666
79,0,0,16.04355,108.23758,7000000000,4,7,88607594
132,0,0,16.02611,108.24381,7100000000,4,7,53787878
125,0,0,16.05243,108.1776,7100000000,1,14,56800000
120,4,4,16.02531,108.21319,7100000000,1,14,59166666
123,5,4,16.09745,108.23316,7190000000,5,12,58455284
68,4,4,16.07802,108.21446,7200000000,2,14,105882352
68,4,4,16.07802,108.21446,7200000000,2,14,105882352
68,4,4,16.07802,108.21446,7200000000,2,14,105882352
68,7,7,16.04221,108.2431,7200000000,4,14,105882352
68,4,4,16.07802,108.21446,7200000000,2,14,105882352
80,0,0,16.08061,108.21562,7200000000,2,7,90000000
166,0,0,16.00354,108.21747,7200000000,1,7,43373493
90,4,4,16.03153,108.21871,7300000000,2,14,81111111
162,4,2,16.07146,108.22133,7300000000,2,14,45061728
101,0,0,16.08043,108.23139,7300000000,5,7,72277227
90,4,4,16.03153,108.21871,7300000000,2,14,81111111
80,0,0,16.03845,108.21751,7500000000,2,14,93750000
90,6,6,16.02617,108.24185,7500000000,4,14,83333333
97,3,8,16.03475,108.20878,7500000000,1,14,77319587
90,20,20,16.03357,108.21508,7500000000,2,14,83333333
110,14,14,16.03895,108.2383,7500000000,4,14,68181818
97,3,8,16.03475,108.20878,7500000000,1,14,77319587
88,0,0,16.06986,108.23666,7500000000,5,7,85227272
90,20,20,16.03357,108.21508,7500000000,2,14,83333333
96,0,0,16.03475,108.20878,7500000000,1,14,78125000
90,20,20,16.03357,108.21508,7500000000,2,14,83333333
47,3,2,16.08134,108.22128,7500000000,2,14,159574468
47,3,2,16.08134,108.22128,7500000000,2,14,159574468
90,4,3,16.05783,108.21058,7500000000,6,13,83333333
200,0,0,16.06802,108.24217,7500000000,5,7,37500000
97,3,8,16.03475,108.20878,7500000000,1,14,77319587
90,20,20,16.03357,108.21508,7500000000,2,14,83333333
97,3,8,16.03475,108.20878,7500000000,1,14,77319587
161,2,1,16.05243,108.1776,7500000000,1,14,46583850
75,3,2,16.04812,108.23801,7600000000,4,14,101333333
88,4,3,16.07331,108.24296,7700000000,5,14,87500000
125,3,3,16.0366,108.21528,7750000000,2,14,62000000
86,0,0,16.08122,108.24407,7800000000,5,7,90697674
77,4,3,16.06026,108.243,7800000000,5,14,101298701
124,4,5,16.09745,108.23316,7800000000,5,14,62903225
70,4,3,16.06793,108.18581,7800000000,6,14,111428571
90,0,0,16.02037,108.25541,7800000000,4,7,86666666
108,0,0,16.07614,108.2184,7880000000,2,7,72962962
155,5,7,16.05823,108.21715,7890000000,2,14,50903225
150,1,1,16.10421,108.25944,7900000000,5,14,52666666
44,3,3,16.04537,108.21836,7900000000,2,14,179545454
102,0,0,16.05573,108.23339,7900000000,5,7,77450980
70,8,9,16.06026,108.243,7900000000,5,14,112857142
67,8,8,16.06026,108.243,7900000000,5,14,117910447
61,5,6,16.06546,108.18288,7950000000,6,14,130327868
92,3,3,16.07899,108.2125,8000000000,2,14,86956521
100,4,2,16.06593,108.19247,8000000000,6,14,80000000
79,3,3,16.03844,108.21584,8000000000,2,14,101265822
79,3,3,16.03844,108.21584,8000000000,2,14,101265822
79,3,3,16.03844,108.21584,8000000000,2,14,101265822
92,3,3,16.07899,108.2125,8000000000,2,14,86956521
79,3,3,16.03844,108.21584,8000000000,2,14,101265822
79,3,3,16.03844,108.21584,8000000000,2,14,101265822
92,3,3,16.07899,108.2125,8000000000,2,14,86956521
93,0,0,16.07285,108.23704,8000000000,5,7,86021505
143,3,3,16.08328,108.22888,8000000000,5,14,55944055
90,0,0,16.08053,108.24418,8000000000,5,7,88888888
92,0,0,16.07899,108.2125,8000000000,2,14,86956521
92,3,3,16.07899,108.2125,8000000000,2,14,86956521
80,5,6,16.08814,108.21792,8000000000,2,14,100000000
58,0,0,16.08134,108.22128,8100000000,2,14,139655172
114,0,0,16.09788,108.23003,8200000000,5,7,71929824
79,4,3,16.06899,108.23515,8200000000,5,14,103797468
190,0,0,16.02211,108.24532,8200000000,4,7,43157894
82,0,0,16.06509,108.22178,8300000000,2,14,101219512
65,7,7,16.08814,108.21792,8300000000,2,14,127692307
82,3,3,16.06509,108.22178,8300000000,2,13,101219512
82,3,3,16.06509,108.22178,8300000000,2,13,101219512
82,3,3,16.06509,108.22178,8300000000,2,13,101219512
82,3,3,16.06509,108.22178,8300000000,2,13,101219512
97,0,0,16.06026,108.243,8300000000,5,7,85567010
110,6,4,16.04105,108.23907,8300000000,4,14,75454545
160,0,0,16.01238,108.22979,8300000000,1,7,51875000
90,0,0,16.08327,108.2333,8300000000,5,4,92222222
90,5,6,16.03086,108.22932,8300000000,2,14,92222222
91,0,0,16.08327,108.2333,8300000000,5,7,91208791
83,4,3,16.06509,108.22178,8300000000,2,13,100000000
167,0,0,16.04335,108.22148,8400000000,2,7,50299401
60,7,7,16.05271,108.24424,8500000000,4,14,141666666
60,7,7,16.05271,108.24424,8500000000,4,14,141666666
175,0,0,16.03889,108.24683,8500000000,4,7,48571428
90,3,3,16.04082,108.21551,8500000000,2,14,94444444
100,3,3,16.03124,108.22654,8500000000,2,14,85000000
90,3,3,16.04082,108.21551,8500000000,2,14,94444444
90,3,3,16.04082,108.21551,8500000000,2,14,94444444
120,0,0,16.0721,108.22971,8500000000,5,7,70833333
60,7,7,16.05271,108.24424,8500000000,4,14,141666666
90,3,3,16.04082,108.21551,8500000000,2,14,94444444
90,3,3,16.04082,108.21551,8500000000,2,14,94444444
90,3,3,16.04082,108.21551,8500000000,2,14,94444444
175,0,0,16.03889,108.24683,8500000000,4,7,48571428
115,1,1,16.03692,108.24453,8600000000,4,14,74782608
130,3,2,16.05559,108.23997,8600000000,5,14,66153846
60,7,8,16.05271,108.24424,8600000000,4,14,143333333
99,0,0,16.0558,108.22367,8600000000,2,7,86868686
60,6,6,16.05271,108.24424,8600000000,4,14,143333333
115,1,1,16.03692,108.24453,8600000000,4,14,74782608
100,0,0,16.06986,108.23666,8650000000,5,7,86500000
100,0,0,16.06986,108.23666,8650000000,5,7,86500000
100,0,0,16.06986,108.23666,8650000000,5,7,86500000
100,0,0,16.06986,108.23666,8650000000,5,4,86500000
91,0,0,16.07285,108.23704,8700000000,5,7,95604395
188,5,6,16.0253,108.24753,8700000000,4,12,46276595
66,3,3,16.07728,108.22003,8800000000,2,14,133333333
109,0,0,16.03936,108.21654,8800000000,2,14,80733944
83,4,4,16.04591,108.22215,8800000000,2,14,106024096
60,3,3,16.03328,108.22257,8900000000,2,14,148333333
198,0,0,16.07993,108.23927,8999000000,5,7,45449494
99,4,3,16.07743,108.16546,9000000000,3,0,90909090
120,3,2,16.0721,108.22971,9000000000,5,14,75000000
98,0,0,16.04869,108.23575,9000000000,4,7,91836734
142,0,0,16.05561,108.2387,9000000000,5,7,63380281
120,0,0,16.0721,108.22971,9000000000,5,7,75000000
490,0,0,16.0721,108.22971,9000000000,5,7,18367346
364,0,0,16.02983,108.25417,9100000000,4,7,25000000
97,5,4,15.99357,108.21633,9200000000,1,14,94845360
99,0,0,16.05455,108.22118,9200000000,2,7,92929292
105,5,10,16.07743,108.16546,9200000000,3,14,87619047
102,4,3,16.05441,108.2118,9300000000,6,14,91176470
144,0,0,16.08328,108.22888,9500000000,5,5,65972222
144,4,3,16.08328,108.22888,9500000000,5,14,65972222
114,7,5,16.05451,108.20975,9500000000,2,14,83333333
114,7,5,16.05451,108.20975,9500000000,2,14,83333333
100,4,4,16.07476,108.1755,9500000000,6,14,95000000
58,0,0,16.05817,108.20961,9500000000,6,14,163793103
127,5,5,16.05827,108.174,9500000000,1,14,74803149
90,2,2,16.08327,108.2333,9500000000,5,14,105555555
131,5,4,16.05827,108.174,9700000000,1,14,74045801
100,0,0,16.07757,108.24216,9900000000,5,7,99000000
75,4,4,16.06838,108.19679,9900000000,6,14,132000000
76,2,2,16.06399,108.21426,9990000000,2,14,131447368
144,5,4,16.0669,108.21225,10000000000,6,14,69444444
97,9,9,16.01264,108.25682,10000000000,4,14,103092783
98,3,2,16.03718,108.24387,10000000000,4,14,102040816
160,0,0,15.99357,108.21633,10000000000,1,7,62500000
126,4,4,16.05991,108.2237,10000000000,2,14,79365079
100,4,4,16.03124,108.22654,10000000000,2,14,100000000
153,0,0,16.08737,108.2457,10200000000,5,7,66666666
168,3,3,16.05461,108.24057,10400000000,5,13,61904761
168,3,3,16.05461,108.24057,10400000000,5,13,61904761
168,3,3,16.05461,108.24057,10400000000,5,13,61904761
168,3,3,16.05461,108.24057,10400000000,5,13,61904761
120,0,0,16.03734,108.22095,10500000000,2,14,87500000
215,0,0,16.04371,108.24491,10500000000,4,14,48837209
144,7,7,16.04156,108.22326,10500000000,2,14,72916666
144,4,4,16.03214,108.23095,10500000000,2,14,72916666
215,0,0,16.04371,108.24491,10500000000,4,14,48837209
151,11,11,16.09579,108.22874,10500000000,5,14,69536423
215,0,0,16.04371,108.24491,10500000000,4,14,48837209
120,0,0,16.03734,108.22095,10500000000,2,14,87500000
120,0,0,16.03734,108.22095,10500000000,2,14,87500000
120,0,0,16.03734,108.22095,10500000000,2,14,87500000
215,0,0,16.04371,108.24491,10500000000,4,14,48837209
152,11,11,16.09579,108.22874,10500000000,5,14,69078947
220,0,0,16.09412,108.2287,10700000000,5,7,48636363
140,4,4,16.07446,108.16166,11000000000,3,14,78571428
105,5,5,16.01412,108.19179,11000000000,1,14,104761904
375,0,0,15.98635,108.25687,11000000000,4,7,29333333
375,0,0,15.98635,108.25687,11000000000,4,7,29333333
286,0,0,16.04361,108.20663,11000000000,2,14,38461538
250,3,3,16.02983,108.25417,11000000000,4,12,44000000
375,0,0,15.98635,108.25687,11000000000,4,7,29333333
100,0,0,16.07109,108.18715,11000000000,6,14,110000000
113,3,3,16.0692,108.23681,11000000000,5,12,97345132
286,3,3,16.04361,108.20663,11000000000,2,14,38461538
100,7,3,16.06746,108.19719,11000000000,6,14,110000000
375,0,0,15.98967,108.26234,11000000000,4,7,29333333
102,4,4,16.03363,108.21457,11500000000,2,14,112745098
172,0,0,16.09384,108.24476,11500000000,5,7,66860465
174,12,12,16.09092,108.23327,11700000000,5,14,67241379
138,4,5,16.08061,108.21562,11800000000,2,14,85507246
137,4,5,16.08061,108.21562,11800000000,2,14,86131386
345,3,3,16.02983,108.25417,12000000000,4,14,34782608
90,15,15,16.07331,108.24296,12000000000,5,14,133333333
427,4,4,16.02983,108.25417,12000000000,4,12,28103044
345,4,4,16.02983,108.25417,12000000000,4,12,34782608
345,4,4,16.02983,108.25417,12000000000,4,14,34782608
345,4,4,16.02983,108.25417,12000000000,4,12,34782608
345,3,3,16.02983,108.25417,12000000000,4,12,34782608
345,4,4,16.02983,108.25417,12000000000,4,12,34782608
140,4,4,16.07446,108.16166,12000000000,3,14,85714285
345,4,4,16.02983,108.25417,12000000000,4,12,34782608
427,4,4,16.02983,108.25417,12000000000,4,12,28103044
345,4,4,16.02983,108.25417,12000000000,4,12,34782608
345,4,4,16.02983,108.25417,12000000000,4,12,34782608
427,4,4,16.02983,108.25417,12000000000,4,12,28103044
210,5,5,16.03851,108.24755,12000000000,4,0,57142857
87,0,0,16.05765,108.21816,12000000000,2,14,137931034
345,4,4,16.02983,108.25417,12000000000,4,12,34782608
215,0,0,16.00954,108.20659,12000000000,1,11,55813953
110,2,2,16.03844,108.21584,12000000000,2,14,109090909
427,4,4,16.02983,108.25417,12000000000,4,12,28103044
427,3,3,16.02983,108.25417,12100000000,4,12,28337236
250,3,3,15.99582,108.26936,12300000000,4,14,49200000
427,3,4,15.99582,108.26936,12300000000,4,12,28805620
98,9,10,16.07285,108.23704,12300000000,5,14,125510204
427,3,3,15.99582,108.26936,12300000000,4,12,28805620
70,3,3,16.05085,108.24319,12400000000,4,14,177142857
427,3,3,15.99582,108.26936,12500000000,4,12,29274004
88,0,0,16.0713,108.23822,12500000000,5,7,142045454
427,3,3,16.02983,108.25417,12500000000,4,12,29274004
427,3,3,15.98967,108.26234,12500000000,4,12,29274004
487,9,9,16.04869,108.23575,12500000000,4,1,25667351
427,3,3,15.99582,108.26936,12500000000,4,12,29274004
200,6,6,16.02967,108.24049,13000000000,4,12,65000000
70,2,2,16.05085,108.24319,13000000000,4,14,185714285
72,4,4,16.06746,108.19719,13000000000,6,14,180555555
86,0,0,16.06509,108.21587,13000000000,2,14,151162790
122,0,0,16.02978,108.20874,13000000000,1,7,106557377
192,0,0,16.02374,108.24307,13100000000,4,14,68229166
130,4,4,16.03734,108.22095,13300000000,2,14,102307692
362,4,4,16.02983,108.25417,13345000000,4,12,36864640
120,4,4,16.03346,108.23031,13500000000,2,14,112500000
120,5,5,16.03346,108.23031,13500000000,2,14,112500000
120,5,4,16.03346,108.23031,13500000000,2,12,112500000
135,3,2,16.04335,108.22148,13500000000,2,14,100000000
85,5,5,16.0501,108.20917,13500000000,2,14,158823529
120,4,4,16.03346,108.23031,13500000000,2,12,112500000
120,3,3,16.03189,108.22936,13500000000,2,14,112500000
120,5,5,16.03346,108.23031,13500000000,2,14,112500000
100,0,0,16.0422,108.21353,13500000000,2,14,135000000
64,0,0,16.0501,108.20917,13500000000,2,7,210937500
120,4,4,16.03234,108.23186,13500000000,2,14,112500000
148,0,0,16.06756,108.24001,13500000000,5,7,91216216
120,5,5,16.03346,108.23031,13500000000,2,14,112500000
120,5,5,16.03346,108.23031,13500000000,2,12,112500000
120,5,5,16.03346,108.23031,13500000000,2,14,112500000
210,0,0,16.09384,108.24476,13600000000,5,7,64761904
120,4,4,16.03189,108.22936,13900000000,2,14,115833333
120,4,5,16.03346,108.23031,13900000000,2,14,115833333
204,0,0,16.02976,108.24725,14000000000,4,7,68627450
114,3,3,16.07074,108.23659,14000000000,5,14,122807017
120,6,4,16.03346,108.23031,14000000000,2,14,116666666
120,6,5,16.03346,108.23031,14000000000,2,14,116666666
345,4,4,16.02983,108.25417,14000000000,4,12,40579710
345,4,4,16.02983,108.25417,14000000000,4,12,40579710
350,4,5,16.04812,108.23801,14125000000,4,12,40357142
90,16,16,16.07195,108.20127,14200000000,6,14,157777777
125,6,6,16.0608,108.20521,14200000000,6,14,113600000
90,16,16,16.07195,108.20127,14200000000,6,14,157777777
429,4,4,16.02983,108.25417,14500000000,4,12,33799533
122,5,5,16.0732,108.21208,14500000000,6,14,118852459
120,19,20,16.06886,108.24414,14500000000,5,13,120833333
120,18,18,16.06756,108.20497,14500000000,6,14,120833333
120,5,5,16.03346,108.23031,14500000000,2,12,120833333
90,0,0,16.03971,108.246,14500000000,4,14,161111111
120,3,2,16.03346,108.23031,14900000000,2,14,124166666
120,4,4,16.03189,108.22936,14900000000,2,14,124166666
120,4,3,16.03189,108.22936,14900000000,2,14,124166666
120,3,3,16.03346,108.23031,14900000000,2,12,124166666
200,4,6,16.03346,108.23031,14900000000,2,14,74500000
120,5,4,16.03011,108.22785,14900000000,2,12,124166666
120,5,5,16.03346,108.23031,14900000000,2,12,124166666
120,5,5,16.03346,108.23031,14900000000,2,14,124166666
120,6,5,16.03346,108.23031,14900000000,2,12,124166666
120,4,4,16.03346,108.23031,14900000000,2,14,124166666
120,5,5,16.03346,108.23031,14900000000,2,12,124166666
120,5,5,16.03346,108.23031,14900000000,2,14,124166666
120,5,5,16.03346,108.23031,14900000000,2,12,124166666
120,5,5,16.0489,108.21855,14900000000,2,14,124166666
120,6,5,16.03346,108.23031,14999000000,2,14,124991666
252,4,4,16.01731,108.20852,15000000000,1,14,59523809
300,0,0,16.02051,108.21143,15000000000,1,5,50000000
120,4,4,16.03346,108.23031,15000000000,2,14,125000000
252,4,4,16.01731,108.20852,15000000000,1,14,59523809
211,5,5,16.04892,108.24906,15000000000,4,2,71090047
120,4,4,16.03346,108.23031,15000000000,2,14,125000000
120,4,4,16.03346,108.23031,15000000000,2,14,125000000
125,0,0,16.02978,108.20874,15200000000,1,7,121600000
105,0,0,16.0598,108.23051,15300000000,5,7,145714285
138,22,22,16.04082,108.21551,15300000000,2,13,110869565
138,22,22,16.04082,108.21551,15300000000,2,13,110869565
138,22,22,16.04082,108.21551,15300000000,2,13,110869565
138,22,22,16.04082,108.21551,15300000000,2,13,110869565
440,3,3,16.01412,108.19179,15400000000,1,12,35000000
61,3,3,16.06372,108.22344,15500000000,2,14,254098360
150,0,0,16.03409,108.21264,15500000000,1,7,103333333
125,0,0,16.08562,108.21912,15500000000,2,7,124000000
80,3,4,16.04932,108.2483,15700000000,4,14,196250000
80,3,4,16.04932,108.2483,15700000000,4,14,196250000
80,3,4,16.04932,108.2483,15700000000,4,14,196250000
80,3,4,16.04932,108.2483,15700000000,4,14,196250000
125,17,18,16.07778,108.17364,16000000000,6,14,128000000
125,3,3,16.08562,108.21912,16000000000,2,14,128000000
125,3,3,16.08562,108.21912,16000000000,2,14,128000000
200,4,4,16.02967,108.24049,16000000000,4,14,80000000
176,0,0,16.05745,108.21305,16000000000,2,7,90909090
125,17,18,16.07778,108.17364,16000000000,6,14,128000000
214,0,0,16.04201,108.24233,16000000000,4,7,74766355
125,17,18,16.07778,108.17364,16000000000,6,14,128000000
125,3,3,16.08562,108.21912,16000000000,2,14,128000000
161,0,0,16.08038,108.21367,16000000000,2,14,99378881
100,3,3,16.03686,108.21903,16000000000,2,14,160000000
107,18,18,16.0692,108.23681,16500000000,5,14,154205607
172,0,0,16.05745,108.21305,16500000000,2,7,95930232
107,18,18,16.0692,108.23681,16500000000,5,14,154205607
171,2,1,16.05745,108.21305,16500000000,2,14,96491228
250,0,0,16.02974,108.242,16500000000,4,7,66000000
270,2,2,16.03291,108.24086,16500000000,4,14,61111111
184,0,0,16.05561,108.2387,16500000000,5,7,89673913
250,0,0,16.02974,108.242,16500000000,4,7,66000000
270,2,2,16.03291,108.24086,16500000000,4,14,61111111
270,2,2,16.03291,108.24086,16500000000,4,14,61111111
180,0,0,16.08053,108.24418,16500000000,5,7,91666666
336,0,0,16.10668,108.25931,16600000000,5,7,49404761
93,3,3,16.06372,108.22344,17000000000,2,14,182795698
170,22,22,16.02978,108.20874,17000000000,1,14,100000000
218,5,5,16.04182,108.20864,17000000000,2,12,77981651
122,5,3,16.06448,108.2396,17000000000,5,14,139344262
102,8,15,16.07355,108.24106,17500000000,5,14,171568627
100,0,0,16.08328,108.22888,17500000000,5,7,175000000
100,15,15,16.06986,108.23666,17500000000,5,14,175000000
100,15,15,16.06986,108.23666,17500000000,5,14,175000000
100,15,15,16.06986,108.23666,17500000000,5,14,175000000
100,15,15,16.06986,108.23666,17500000000,5,14,175000000
275,3,2,15.99582,108.26936,17500000000,4,12,63636363
100,5,3,16.08328,108.22888,17500000000,5,14,175000000
118,4,4,16.06417,108.23152,18000000000,5,14,152542372
138,3,2,16.04932,108.2483,18000000000,4,14,130434782
370,2,2,16.02983,108.25417,18000000000,4,12,48648648
535,2,2,16.02983,108.25417,18000000000,4,12,33644859
100,2,2,16.0598,108.23051,18200000000,5,14,182000000
100,2,3,16.0598,108.23051,18200000000,5,14,182000000
152,1,0,16.03277,108.22202,19000000000,2,14,125000000
128,3,2,16.08562,108.21912,19000000000,2,14,148437500
152,1,0,16.03277,108.22202,19000000000,2,14,125000000
152,1,0,16.03277,108.22202,19000000000,2,14,125000000
152,1,0,16.03277,108.22202,19000000000,2,14,125000000
110,0,0,16.08925,108.2494,19700000000,5,7,179090909
150,4,4,16.02967,108.22818,20000000000,2,14,133333333
59,3,3,16.06851,108.20916,20000000000,6,14,338983050
126,4,4,16.0675,108.21977,20000000000,2,14,158730158
126,4,4,16.0675,108.21977,20000000000,2,14,158730158
